As at 31 March...,Geo code,Force Name,Region,Gender,Rank description,Worker type,Ethnicity,Ethnic group,Total (headcount),Total (FTE)
2003,E23000032,Kent,South East,Female,Chief Officer,Police Officer,Not stated,Not stated, -, -
2003,E23000032,Kent,South East,Female,Chief Officer,Police Officer,White,White, -, -
2003,E23000032,Kent,South East,Female,Chief Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Female,Chief Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Female,Chief Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Female,Chief Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Female,Chief Inspector,Police Officer,Not stated,Not stated, -, -
2003,E23000032,Kent,South East,Female,Chief Inspector,Police Officer,White,White, 8 , 8 
2003,E23000032,Kent,South East,Female,Chief Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Female,Chief Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Female,Chief Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Female,Chief Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Female,Chief Superintendent,Police Officer,Not stated,Not stated, -, -
2003,E23000032,Kent,South East,Female,Chief Superintendent,Police Officer,White,White, -, -
2003,E23000032,Kent,South East,Female,Constable,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 4 , 4 
2003,E23000032,Kent,South East,Female,Constable,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 1 , 1 
2003,E23000032,Kent,South East,Female,Constable,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", 1 , 1 
2003,E23000032,Kent,South East,Female,Constable,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 5 , 5 
2003,E23000032,Kent,South East,Female,Constable,Police Officer,Not stated,Not stated, 2 , 2 
2003,E23000032,Kent,South East,Female,Constable,Police Officer,White,White, 638 , 603 
2003,E23000032,Kent,South East,Female,Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Female,Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Female,Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Female,Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Female,Inspector,Police Officer,Not stated,Not stated, -, -
2003,E23000032,Kent,South East,Female,Inspector,Police Officer,White,White, 18 , 18 
2003,E23000032,Kent,South East,Female,Sergeant,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Female,Sergeant,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Female,Sergeant,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Female,Sergeant,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Female,Sergeant,Police Officer,Not stated,Not stated, -, -
2003,E23000032,Kent,South East,Female,Sergeant,Police Officer,White,White, 62 , 60 
2003,E23000032,Kent,South East,Female,Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Female,Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Female,Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Female,Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Female,Superintendent,Police Officer,Not stated,Not stated, -, -
2003,E23000032,Kent,South East,Female,Superintendent,Police Officer,White,White, 3 , 3 
2003,E23000032,Kent,South East,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Male,Chief Officer,Police Officer,Not stated,Not stated, -, -
2003,E23000032,Kent,South East,Male,Chief Officer,Police Officer,White,White, 3 , 3 
2003,E23000032,Kent,South East,Male,Chief Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Male,Chief Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Male,Chief Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Male,Chief Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Male,Chief Inspector,Police Officer,Not stated,Not stated, -, -
2003,E23000032,Kent,South East,Male,Chief Inspector,Police Officer,White,White, 33 , 33 
2003,E23000032,Kent,South East,Male,Chief Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Male,Chief Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Male,Chief Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Male,Chief Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Male,Chief Superintendent,Police Officer,Not stated,Not stated, -, -
2003,E23000032,Kent,South East,Male,Chief Superintendent,Police Officer,White,White, 6 , 6 
2003,E23000032,Kent,South East,Male,Constable,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 12 , 12 
2003,E23000032,Kent,South East,Male,Constable,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 9 , 9 
2003,E23000032,Kent,South East,Male,Constable,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", 8 , 8 
2003,E23000032,Kent,South East,Male,Constable,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 5 , 5 
2003,E23000032,Kent,South East,Male,Constable,Police Officer,Not stated,Not stated, 2 , 2 
2003,E23000032,Kent,South East,Male,Constable,Police Officer,White,White," 2,135 "," 2,131 "
2003,E23000032,Kent,South East,Male,Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Male,Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Male,Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Male,Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Male,Inspector,Police Officer,Not stated,Not stated, -, -
2003,E23000032,Kent,South East,Male,Inspector,Police Officer,White,White, 142 , 142 
2003,E23000032,Kent,South East,Male,Sergeant,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 1 , 1 
2003,E23000032,Kent,South East,Male,Sergeant,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 2 , 2 
2003,E23000032,Kent,South East,Male,Sergeant,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Male,Sergeant,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 2 , 2 
2003,E23000032,Kent,South East,Male,Sergeant,Police Officer,Not stated,Not stated, -, -
2003,E23000032,Kent,South East,Male,Sergeant,Police Officer,White,White, 407 , 407 
2003,E23000032,Kent,South East,Male,Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Male,Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Male,Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000032,Kent,South East,Male,Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 1 , 1 
2003,E23000032,Kent,South East,Male,Superintendent,Police Officer,Not stated,Not stated, -, -
2003,E23000032,Kent,South East,Male,Superintendent,Police Officer,White,White, 21 , 21 
2003,E23000003,Lancashire,North West,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Female,Chief Officer,Police Officer,Not stated,Not stated, -, -
2003,E23000003,Lancashire,North West,Female,Chief Officer,Police Officer,White,White, 1 , 1 
2003,E23000003,Lancashire,North West,Female,Chief Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Female,Chief Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Female,Chief Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Female,Chief Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Female,Chief Inspector,Police Officer,Not stated,Not stated, 1 , 1 
2003,E23000003,Lancashire,North West,Female,Chief Inspector,Police Officer,White,White, 4 , 4 
2003,E23000003,Lancashire,North West,Female,Chief Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Female,Chief Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Female,Chief Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Female,Chief Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Female,Chief Superintendent,Police Officer,Not stated,Not stated, -, -
2003,E23000003,Lancashire,North West,Female,Chief Superintendent,Police Officer,White,White, 1 , 1 
2003,E23000003,Lancashire,North West,Female,Constable,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 4 , 4 
2003,E23000003,Lancashire,North West,Female,Constable,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 1 , 1 
2003,E23000003,Lancashire,North West,Female,Constable,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Female,Constable,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 6 , 6 
2003,E23000003,Lancashire,North West,Female,Constable,Police Officer,Not stated,Not stated, 134 , 127 
2003,E23000003,Lancashire,North West,Female,Constable,Police Officer,White,White, 445 , 426 
2003,E23000003,Lancashire,North West,Female,Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Female,Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Female,Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Female,Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Female,Inspector,Police Officer,Not stated,Not stated, 1 , 1 
2003,E23000003,Lancashire,North West,Female,Inspector,Police Officer,White,White, 17 , 17 
2003,E23000003,Lancashire,North West,Female,Sergeant,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Female,Sergeant,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Female,Sergeant,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Female,Sergeant,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 1 , 1 
2003,E23000003,Lancashire,North West,Female,Sergeant,Police Officer,Not stated,Not stated, 10 , 10 
2003,E23000003,Lancashire,North West,Female,Sergeant,Police Officer,White,White, 58 , 56 
2003,E23000003,Lancashire,North West,Female,Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Female,Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Female,Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Female,Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Female,Superintendent,Police Officer,Not stated,Not stated, -, -
2003,E23000003,Lancashire,North West,Female,Superintendent,Police Officer,White,White, 3 , 3 
2003,E23000003,Lancashire,North West,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Male,Chief Officer,Police Officer,Not stated,Not stated, -, -
2003,E23000003,Lancashire,North West,Male,Chief Officer,Police Officer,White,White, 3 , 3 
2003,E23000003,Lancashire,North West,Male,Chief Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Male,Chief Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Male,Chief Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Male,Chief Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2003,E23000003,Lancashire,North West,Male,Chief Inspector,Police Officer,Not stated,Not stated, 1 , 1 
2003,E23000003,Lancashire,North West,Male,Chief Inspector,Police Officer,White,White, 35 , 35 
2003,E23000003,Lancashire,North West,Male,Chief Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
